,id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal
139,140,8571,9986,1,1
140,141,9984,9994,0,0
141,142,7947,8203,1,2
142,143,9987,9996,1,1
143,144,9991,9993,1,3
144,145,9996,8635,1,1
145,146,8203,9987,2,1
146,147,9986,9998,3,0
147,148,9985,9984,4,0
148,149,9994,9991,0,1
149,150,8342,9999,2,1
150,151,9993,8571,3,0
151,152,7947,4049,4,0
152,153,10000,10001,1,1
153,154,9984,8342,1,3
154,155,9998,9985,0,1
155,156,8635,10000,2,0
156,157,8571,9994,2,3
157,158,9987,7947,4,3
158,159,10001,8203,0,1
159,160,9999,9996,2,0
160,161,9991,4049,2,0
161,162,9986,9993,0,0
162,163,8203,8635,2,1
163,164,9985,9987,2,0
164,165,9993,9998,2,0
165,166,9994,9986,0,0
166,167,7947,9984,1,0
167,168,8342,9991,1,4
168,169,10000,9999,0,0
169,170,9996,8571,1,0
170,171,4049,10001,1,2
171,172,8571,8342,2,3
172,173,9986,9985,1,0
173,174,9991,10000,1,0
174,175,9998,9994,0,2
175,176,10001,7947,3,1
176,177,9999,8203,1,0
177,178,9984,9996,0,1
178,179,9987,4049,3,0
179,180,8635,9993,2,0
180,181,9994,8635,0,0
181,182,9996,9998,3,2
182,183,8342,9986,2,1
183,184,10000,9984,3,1
184,185,7947,9991,1,1
185,186,4049,9999,0,1
186,187,8203,8571,1,1
187,188,9987,10001,1,4
188,189,9985,9993,3,1
189,190,8635,8342,1,0
190,191,9999,9987,1,0
191,192,9993,10000,1,2
192,193,9985,9994,1,0
193,194,8571,7947,1,2
194,195,9998,8203,0,1
195,196,9986,9996,1,0
196,197,9984,4049,4,1
197,198,9991,10001,2,0
198,199,8635,8571,4,0
199,200,9987,9994,1,0
200,201,9984,9998,2,1
201,202,9991,9986,2,0
202,203,7947,9996,1,2
203,204,8203,10000,0,2
204,205,9999,9985,1,1
205,206,4049,8342,1,4
206,207,10001,9993,1,0
207,208,10001,8635,0,1
208,209,9996,9985,0,3
209,210,8342,9998,3,2
210,211,4049,9986,3,1
211,212,8203,9984,0,1
212,213,9987,9991,2,2
213,214,7947,9999,3,1
214,215,10000,8571,5,1
215,216,9994,9993,1,0
216,217,9993,8342,2,0
217,218,9984,9987,1,2
218,219,9986,10000,1,0
219,220,9999,9991,1,3
220,221,8635,7947,4,0
221,222,9985,8203,4,1
222,223,9994,9996,3,0
223,224,8571,4049,2,2
224,225,9998,10001,0,2
225,226,4049,8635,1,1
226,227,10000,9985,0,0
227,228,7947,9998,0,0
228,229,8203,9986,2,1
229,230,9991,9984,2,1
230,231,8342,9994,2,3
231,232,10001,9999,1,0
232,233,9987,8571,0,1
233,234,9996,9993,3,1
234,235,9985,8342,2,0
235,236,9986,9987,3,0
236,237,9996,10000,0,2
237,238,8571,9991,0,2
238,239,9994,7947,0,2
239,240,9993,8203,3,1
240,241,8635,9999,3,1
241,242,9998,4049,1,1
242,243,9984,10001,2,1
243,244,9987,8635,0,2
244,245,9991,9985,0,1
245,246,10000,9998,3,0
246,247,7947,9986,1,2
247,248,9999,9984,1,2
248,249,8203,9994,3,0
249,250,8342,9996,4,1
250,251,10001,8571,1,3
251,252,4049,9993,1,0
252,253,8342,7947,1,1
253,254,9985,8571,2,0
254,255,9998,8635,1,2
255,256,10000,9987,1,3
256,257,9986,9984,3,2
257,258,9994,10001,1,1
258,259,8203,4049,0,0
259,260,9996,9991,4,2
260,261,9993,9999,3,0
261,262,8635,9986,2,0
262,263,9987,8342,0,1
263,264,9984,9993,1,0
264,265,9991,8203,1,2
265,266,7947,10000,2,0
266,267,9999,9994,0,1
267,268,8571,9998,1,0
268,269,4049,9985,0,1
269,270,10001,9996,0,0
270,271,8342,10001,2,0
271,272,9985,8635,2,1
272,273,9998,9999,2,0
273,274,10000,4049,1,0
274,275,9986,8571,1,2
275,276,9994,9984,1,1
276,277,8203,7947,4,1
277,278,9996,9987,1,2
278,279,9993,9991,2,2
279,280,8635,9996,2,1
280,281,9987,8203,2,1
281,282,9998,9986,1,1
282,283,9984,9985,4,1
283,284,9991,9994,1,1
284,285,9999,8342,0,1
285,286,8571,9993,0,0
286,287,4049,7947,2,1
287,288,10001,10000,3,2
288,289,8342,9984,3,1
289,290,9985,9998,2,1
290,291,10000,8635,4,0
291,292,9994,8571,2,0
292,293,7947,9987,2,4
293,294,8203,10001,1,3
294,295,9996,9999,2,0
295,296,4049,9991,0,1
296,297,9993,9986,1,2
297,298,8635,8203,7,1
298,299,9987,9985,0,0
299,300,9998,9993,0,0
300,301,9986,9994,1,1
301,302,9984,7947,1,2
302,303,9991,8342,3,0
303,304,9999,10000,0,3
304,305,8571,9996,2,2
305,306,10001,4049,4,1
306,307,9985,9997,2,2
307,308,9986,8342,1,2
308,309,9984,9991,1,3
309,310,9994,10000,1,1
310,311,8571,8635,0,2
311,312,8203,10001,4,1
312,313,9999,9993,1,1
313,314,8342,8635,4,2
314,315,9985,9987,1,0
315,316,9997,10000,1,2
316,317,9986,8571,3,3
317,318,8203,9994,2,0
318,319,9999,9984,3,2
319,320,9993,10001,3,1
320,321,8342,9991,1,0
321,322,8635,9986,2,0
322,323,9987,8203,1,2
323,324,10000,9993,4,0
324,325,9994,9984,1,1
325,326,8571,9999,2,0
326,327,10001,9985,2,0
327,328,9985,10000,1,1
328,329,9997,9991,1,2
329,330,9986,10001,1,1
330,331,9984,8571,1,1
331,332,9994,9987,0,2
332,333,8203,8635,0,2
333,334,9999,8342,2,3
334,335,8342,9997,1,0
335,336,8635,9994,2,0
336,337,9987,9984,2,0
337,338,10000,9986,2,2
338,339,9991,9993,0,1
339,340,8571,8203,2,0
340,341,10001,9999,2,2
341,342,9985,8342,3,1
342,343,9987,8635,0,2
343,344,9986,9991,0,2
344,345,9984,10001,2,1
345,346,9994,8571,0,0
346,347,9999,10000,2,0
347,348,9993,9997,4,1
348,349,8342,9993,1,2
349,350,8635,9999,3,1
350,351,9997,9984,1,1
351,352,10000,8203,4,1
352,353,9991,9985,2,1
353,354,8571,9987,2,1
354,355,10001,9994,1,0
355,356,8342,9986,1,0
356,357,8635,8571,1,0
357,358,9997,9985,2,0
358,359,10000,9994,1,0
359,360,9991,9984,3,1
360,361,10001,8203,2,0
361,362,9993,9999,3,0
362,363,9985,9993,2,2
363,364,9987,10001,0,0
364,365,9986,9997,0,0
365,366,9984,8635,1,3
366,367,9994,8342,0,1
367,368,8571,10000,1,0
368,369,8203,9991,2,5
369,370,8342,8203,1,1
370,371,9985,9999,0,1
371,372,9997,8571,0,2
372,373,10000,9984,1,0
373,374,9991,9987,2,1
374,375,10001,8635,0,2
375,376,9993,9986,0,0
376,377,8635,8342,3,2
377,378,9987,10000,2,2
378,379,9986,9985,2,3
379,380,9994,9991,0,1
380,381,8571,10001,1,1
381,382,8203,9993,1,0
382,383,9999,9997,1,2
383,384,8342,9994,2,0
384,385,8635,9984,3,2
385,386,9997,9986,0,0
386,387,10000,9987,2,2
387,388,9991,8203,2,1
388,389,10001,8571,1,1
389,390,9993,9985,1,1
390,391,8342,9984,2,1
391,392,9985,9994,2,0
392,393,9997,8203,5,2
393,394,10000,10001,1,0
394,395,9986,9999,3,0
395,396,9991,8635,2,2
396,397,9993,9987,1,0
397,398,8635,10000,2,1
398,399,9987,9997,0,0
399,400,9984,9985,2,0
400,401,9994,9993,2,0
401,402,8571,8342,1,4
402,403,8203,9986,1,0
403,404,9999,9991,0,4
404,405,8342,10001,2,1
405,406,9985,8635,0,4
406,407,9997,9994,2,1
407,408,9986,9987,1,3
408,409,9991,8571,2,2
409,410,9999,8203,1,2
410,411,9993,9984,1,4
411,412,9987,8342,2,0
412,413,10000,9997,2,0
413,414,9984,9986,1,0
414,415,9994,9999,1,4
415,416,8571,9993,3,0
416,417,8203,9985,0,0
417,418,10001,9991,0,0
418,419,9985,8571,3,1
419,420,9997,10001,0,1
420,421,9986,9994,4,1
421,422,9991,10000,0,2
422,423,8203,9984,1,2
423,424,9999,9987,1,1
424,425,9993,8635,0,5
425,426,8635,9997,1,2
426,427,9987,9985,1,0
427,428,10000,8342,1,1
428,429,9984,9999,2,0
429,430,9994,8203,2,1
430,431,8571,9986,2,1
431,432,10001,9993,1,1
432,433,9985,10001,1,0
433,434,9986,8635,0,2
434,435,9984,9994,4,0
435,436,9991,8342,1,1
436,437,8203,9987,2,1
437,438,9999,8571,0,2
438,439,9993,10000,1,1
439,440,8342,9985,2,1
440,441,8635,8203,2,0
441,442,9987,9994,3,1
442,443,10000,9999,1,1
443,444,9991,9997,0,1
444,445,8571,9984,3,1
445,446,10001,9986,4,0
446,447,9997,8342,1,1
447,448,9986,10000,0,0
448,449,9984,9987,1,0
449,450,9994,10001,1,0
450,451,8203,8571,1,1
451,452,9999,8635,1,2
452,453,9993,9991,1,1
453,454,8342,9999,1,0
454,455,8635,9987,2,0
455,456,9997,9993,2,0
456,457,10000,9985,1,1
457,458,9991,9986,2,1
458,459,8571,9994,3,1
459,460,10001,9984,2,1
460,461,8635,10001,3,0
461,462,9987,9991,1,1
462,463,9986,9993,1,0
463,464,9984,10000,2,2
464,465,9994,9997,1,2
465,466,8203,8342,2,1
466,467,9999,9985,1,5
467,468,9985,9991,0,2
468,469,9987,8571,1,1
469,470,9984,9997,3,1
470,471,9994,8635,0,4
471,472,8203,10000,2,1
472,473,9999,10001,0,0
473,474,9993,8342,1,4
474,475,8342,8571,2,2
475,476,9985,9986,1,1
476,477,9997,9999,2,1
477,478,10000,8635,0,2
478,479,9991,9994,4,1
479,480,10001,9987,0,1
480,481,9993,8203,1,3
481,482,8635,9985,1,1
482,483,9987,9993,1,1
483,484,9984,8342,2,3
484,485,8571,9991,1,0
485,486,8203,9997,0,2
486,487,9999,9986,1,3
487,488,10001,10000,1,2
488,489,8342,9987,1,1
489,490,9985,8203,3,0
490,491,9997,8635,2,1
491,492,10000,8571,0,2
492,493,9986,9984,0,4
493,494,9991,9999,5,1
494,495,9993,9994,2,1
495,496,8635,9991,1,1
496,497,9987,9986,1,2
497,498,9984,9993,1,2
498,499,9994,9985,1,3
499,500,8571,9997,0,1
500,501,8203,9999,3,2
501,502,10001,8342,1,4
502,503,8342,10000,3,1
503,504,9985,9984,1,1
504,505,9997,9987,2,4
505,506,9986,8203,1,2
506,507,9991,10001,1,2
507,508,9999,9994,1,2
508,509,9993,8571,1,0
509,510,8635,9993,1,0
510,511,9987,9999,1,1
511,512,10000,9991,3,1
512,513,9984,8203,1,0
513,514,9994,9986,4,1
514,515,8571,9985,0,2
515,516,10001,9997,2,0
516,517,9997,9989,1,0
517,518,8571,8342,1,0
518,519,8203,9994,2,0
519,520,10001,9991,0,1
520,521,8635,6351,4,1
521,522,9985,10000,1,1
522,523,9984,9986,1,1
523,524,9987,9993,2,1
524,525,8342,9991,3,2
525,526,9985,8635,5,1
526,527,9997,10001,1,2
527,528,10000,9986,1,1
528,529,9994,9993,1,0
529,530,8571,6351,3,1
530,531,8203,9987,2,2
531,532,9989,9984,0,1
532,533,9991,8571,2,0
533,534,9987,9985,4,2
534,535,9993,9989,1,1
535,536,10000,8342,2,3
536,537,9986,9994,1,2
537,538,6351,9997,6,0
538,539,10001,8203,1,1
539,540,9984,8635,1,0
540,541,8635,10001,2,0
541,542,9985,9991,2,1
542,543,9997,9986,3,2
543,544,9994,8342,1,0
544,545,8571,9987,1,0
545,546,8203,9993,5,1
546,547,9989,10000,0,0
547,548,9984,6351,2,1
548,549,8342,9985,2,2
549,550,9991,8203,3,1
550,551,9987,8635,1,2
551,552,9993,9997,0,0
552,553,10000,9994,1,1
553,554,9986,8571,0,0
554,555,6351,9989,2,2
555,556,10001,9984,2,1
556,557,8635,8342,2,2
557,558,9985,6351,1,3
558,559,9997,10000,0,3
559,560,8571,9993,4,0
560,561,8203,9986,2,0
561,562,9989,9994,2,2
562,563,10001,9987,1,1
563,564,9984,9991,0,1
564,565,8342,9989,2,0
565,566,9991,8635,1,2
566,567,9987,9984,3,0
567,568,9993,9985,0,1
568,569,10000,8571,1,1
569,570,9986,10001,0,1
570,571,9994,9997,3,0
571,572,6351,8203,0,1
572,573,8342,9984,0,1
573,574,9991,10001,4,4
574,575,9993,8635,0,1
575,576,10000,9985,2,0
576,577,9986,9987,1,3
577,578,9994,8203,3,1
578,579,9989,9997,1,2
579,580,6351,8571,3,1
580,581,8635,9986,4,1
581,582,9985,9989,7,0
582,583,9987,9991,1,2
583,584,9997,8342,2,1
584,585,8571,9994,0,0
585,586,8203,10000,0,0
586,587,10001,6351,1,1
587,588,9984,9993,1,1
588,589,8342,10001,4,3
589,590,9993,9987,0,1
590,591,9997,8571,1,0
591,592,10000,8635,1,2
592,593,9986,9984,0,3
593,594,9994,9985,2,1
594,595,9989,8203,2,1
595,596,6351,9991,0,3
596,597,8635,9994,0,0
597,598,9985,9997,1,0
598,599,9991,9986,2,1
599,600,9987,6351,5,1
600,601,8571,9989,3,1
601,602,8203,8342,0,1
602,603,10001,9993,1,1
603,604,9984,10000,1,3
604,605,8342,9997,4,1
605,606,9991,9987,0,4
606,607,9993,9984,0,0
607,608,10000,8203,1,2
608,609,9986,8635,0,0
609,610,9994,8571,1,1
610,611,9989,9985,1,4
611,612,6351,10001,0,1
612,613,8342,8635,0,2
613,614,9993,9991,2,2
614,615,9997,8203,0,1
615,616,10000,10001,2,0
616,617,9994,9984,2,1
617,618,8571,9985,2,1
618,619,9989,9987,1,1
619,620,6351,9986,1,0
620,621,8635,9989,6,0
621,622,9991,8342,0,2
622,623,9987,9997,1,1
623,624,9986,9993,2,0
624,625,8203,8571,1,0
625,626,6351,10000,0,2
626,627,10001,9994,1,2
627,628,9984,9985,1,0
628,629,8342,9986,5,0
629,630,9985,8203,3,0
630,631,9993,6351,0,0
631,632,9997,9984,0,3
632,633,10000,9991,2,2
633,634,9994,9987,2,2
634,635,8571,8635,0,2
635,636,9989,10001,2,1
636,637,8635,9985,2,0
637,638,9991,9994,2,1
638,639,9987,8571,3,2
639,640,9993,10000,3,0
640,641,9986,8203,0,0
641,642,6351,8342,1,4
642,643,10001,9997,3,0
643,644,9984,9989,3,0
644,645,8342,9993,1,0
645,646,9985,10001,2,1
646,647,9997,9991,1,1
647,648,10000,9987,0,1
648,649,9994,6351,0,2
649,650,8571,9984,2,1
650,651,8203,8635,0,0
651,652,9989,9986,1,0
652,653,8635,9997,2,0
653,654,9991,9989,4,1
654,655,9987,8342,1,0
655,656,9993,9994,1,1
656,657,9986,10000,2,0
657,658,6351,9985,0,1
658,659,10001,8571,2,1
659,660,9984,8203,0,1
660,661,8342,10000,2,0
661,662,8635,9984,1,0
662,663,9985,9987,0,2
663,664,9997,6351,1,1
664,665,9994,9986,1,1
665,666,8571,9991,0,1
666,667,8203,10001,3,1
667,668,9989,9993,2,2
668,669,8342,9994,2,1
669,670,9991,9985,4,1
670,671,9987,8203,1,0
671,672,9993,8571,3,1
672,673,10000,9989,1,1
673,674,9986,9997,1,0
674,675,6351,9984,0,0
675,676,10001,8635,2,0
676,677,8635,9987,1,1
677,678,9985,8342,2,2
678,679,9997,9993,1,0
679,680,9994,10000,2,1
680,681,8571,9986,3,0
681,682,8203,9991,1,1
682,683,9989,6351,1,1
683,684,9984,10001,0,1
684,685,8342,8571,4,1
685,686,9991,9984,1,0
686,687,9987,10001,0,2
687,688,9993,8203,1,1
688,689,10000,9997,1,2
689,690,9986,9985,0,2
690,691,9994,9989,1,1
691,692,6351,8635,1,1
692,693,8635,9993,4,0
693,694,9985,9994,3,3
694,695,9991,6351,2,1
695,696,9987,9986,5,0
696,697,8571,9997,2,0
697,698,8203,9989,1,0
698,699,10001,10000,1,1
699,700,9984,8342,3,1
700,701,8635,9991,3,2
701,702,9985,9993,1,0
702,703,9997,9994,0,2
703,704,8571,10000,2,2
704,705,8203,6351,2,0
705,706,9989,8342,0,0
706,707,10001,9986,2,2
707,708,9984,9987,0,1
708,709,8342,8203,1,2
709,710,9993,10001,0,0
710,711,9997,9985,1,0
711,712,10000,9984,4,0
712,713,9986,9991,1,3
713,714,9994,8635,0,3
714,715,9989,8571,1,2
715,716,6351,9987,1,4
716,717,8635,10000,0,0
717,718,9985,8571,1,0
718,719,9991,9993,1,0
719,720,9987,9989,4,1
720,721,9986,6351,2,0
721,722,8203,9997,0,0
722,723,10001,8342,1,2
723,724,9984,9994,1,1
724,725,8342,9987,2,2
725,726,9985,9984,2,0
726,727,9993,9986,1,0
727,728,9997,8635,0,2
728,729,10000,6351,0,0
729,730,9994,10001,3,1
730,731,8571,8203,1,0
731,732,9989,9991,2,2
732,733,8635,8571,3,0
733,734,9991,10000,5,3
734,735,9987,9994,3,1
735,736,9986,8342,0,5
736,737,8203,9985,1,0
737,738,6351,9993,0,1
738,739,10001,9989,2,0
739,740,9984,9997,4,2
740,741,8342,6351,4,0
741,742,9985,9986,2,1
742,743,9997,9987,0,2
743,744,10000,9993,4,3
744,745,9994,9991,3,2
745,746,8571,10001,1,2
746,747,8203,9984,2,2
747,748,9989,8635,1,1
748,749,8635,8203,5,0
749,750,9991,9997,2,0
750,751,9987,10000,3,0
751,752,9993,8342,2,1
752,753,9986,9989,0,1
753,754,6351,9994,0,1
754,755,10001,9985,1,2
755,756,9984,8571,2,1
756,757,1773,8635,2,1
757,758,9998,9985,1,1
758,759,9987,9993,3,1
759,760,9991,9984,0,1
760,761,9994,10000,0,0
761,762,8571,9989,1,1
762,763,8203,9997,2,1
763,764,8342,10001,5,0
764,765,8342,9991,2,0
765,766,8635,9985,5,0
766,767,9997,9993,2,4
767,768,10000,9989,1,2
768,769,1773,10001,1,1
769,770,9994,9987,3,1
770,771,8203,9984,1,2
771,772,9998,8571,3,1
772,773,9985,10000,1,0
773,774,9987,9998,2,0
774,775,9991,9994,3,1
775,776,9993,8203,2,2
776,777,8571,8342,2,1
777,778,9989,9997,0,2
778,779,10001,8635,1,2
779,780,9984,1773,2,0
780,781,8342,9987,4,5
781,782,8635,9989,4,0
782,783,9997,9985,1,1
783,784,10000,9984,1,1
784,785,1773,9993,3,2
785,786,9994,8571,1,4
786,787,8203,10001,1,0
787,788,9998,9991,1,1
788,789,9985,8342,2,1
789,790,9987,8571,2,2
790,791,9991,8203,6,2
791,792,9993,9998,2,0
792,793,10000,9997,0,0
793,794,9989,1773,3,1
794,795,10001,9994,2,4
795,796,9984,8635,1,0
796,797,8342,9984,1,0
797,798,8635,9997,3,1
798,799,9987,10001,3,0
799,800,1773,9985,1,3
800,801,9994,9993,1,1
801,802,8571,9991,0,4
802,803,8203,10000,1,1
803,804,9998,9989,2,1
804,805,9985,8203,3,2
805,806,9991,9987,2,0
806,807,9993,8571,0,1
807,808,9997,1773,2,1
808,809,10000,8635,2,3
809,810,9989,8342,0,1
810,811,10001,9998,2,1
811,812,9984,9994,1,1
812,813,8635,1773,0,0
813,814,9985,9991,0,0
814,815,9993,9987,2,0
815,816,9997,9998,2,3
816,817,10000,9994,1,1
817,818,9989,8203,2,2
818,819,10001,8342,0,1
819,820,9984,8571,1,2
820,821,8342,9997,1,0
821,822,9987,9989,4,0
822,823,1773,10000,2,2
823,824,9994,9985,1,1
824,825,8571,10001,1,0
825,826,8203,8635,2,1
826,827,9998,9984,0,2
827,828,9991,9993,0,1
828,829,8635,9994,3,2
829,830,9985,9987,0,0
830,831,9997,8203,0,0
831,832,10000,9998,2,3
832,833,1773,8342,3,1
833,834,9989,8571,2,0
834,835,10001,9993,3,1
835,836,9984,9991,0,1
836,837,8342,10000,1,0
837,838,9987,9984,4,2
838,839,9991,10001,3,1
839,840,9993,9989,0,0
840,841,9994,9997,0,0
841,842,8571,9985,2,0
842,843,8203,1773,2,2
843,844,9998,8635,1,1
844,845,8635,8203,3,1
845,846,9985,9994,3,1
846,847,9993,9991,2,2
847,848,9997,8342,3,3
848,849,10000,1773,2,1
849,850,9989,9987,0,0
850,851,10001,8571,0,0
851,852,9984,9998,1,1
852,853,8635,8342,3,0
853,854,9985,9993,6,1
854,855,9997,8571,0,0
855,856,10000,9987,1,1
856,857,1773,9994,1,1
857,858,8203,9998,4,1
858,859,9989,9991,2,1
859,860,9984,10001,3,1
860,861,8342,8203,0,1
861,862,9987,9997,2,1
862,863,9991,10000,0,0
863,864,9993,9984,4,0
864,865,9994,9989,2,0
865,866,8571,8635,0,1
866,867,9998,1773,2,2
867,868,10001,9985,0,0
868,869,8342,9994,3,0
869,870,8635,9991,3,1
870,871,9985,9998,2,1
871,872,9997,10001,0,3
872,873,1773,8571,0,2
873,874,8203,9987,3,2
874,875,9989,9984,2,2
875,876,10000,9993,1,0
876,877,9987,1773,5,0
877,878,9991,9997,6,0
878,879,9993,8635,0,0
879,880,9994,8203,3,2
880,881,8571,10000,0,0
881,882,9998,8342,0,2
882,883,10001,9989,0,2
883,884,9984,9985,0,1
884,885,8342,9993,5,1
885,886,8635,9987,4,2
886,887,9997,9984,0,1
887,888,10000,10001,3,1
888,889,9994,9998,3,1
889,890,8203,8571,0,0
890,891,9989,9985,0,2
891,892,1773,9991,2,3
892,893,9985,8635,1,2
893,894,9987,9994,0,1
894,895,9991,8342,1,3
895,896,9993,9997,3,2
896,897,8571,9998,2,2
897,898,9989,10000,2,1
898,899,10001,1773,1,3
899,900,9984,8203,1,0
900,901,8342,8571,2,1
901,902,8635,10001,3,1
902,903,9997,9989,1,1
903,904,10000,9985,4,2
904,905,1773,9984,2,3
905,906,9994,9991,1,1
906,907,8203,9993,2,1
907,908,9998,9987,1,2
908,909,9985,9997,0,0
909,910,9987,8342,3,0
910,911,9993,1773,2,1
911,912,8571,9994,2,5
912,913,9989,8635,0,0
913,914,10001,8203,1,3
914,915,9984,10000,1,0
915,916,9991,9998,2,0
916,917,8342,9985,1,0
917,918,8635,9984,4,0
918,919,9997,10000,1,0
919,920,1773,9989,0,0
920,921,9994,10001,4,0
921,922,8571,9987,3,2
922,923,8203,9991,0,2
923,924,9998,9993,4,2
924,925,9985,1773,4,0
925,926,9991,8571,3,1
926,927,9993,9994,2,2
927,928,9997,8635,2,2
928,929,10000,8203,2,0
929,930,9989,9998,1,1
930,931,10001,9987,3,2
931,932,9984,8342,1,2
932,933,8342,1773,1,0
933,934,9987,10000,2,2
934,935,9991,9985,3,1
935,936,9993,10001,3,1
936,937,9994,8635,0,1
937,938,8571,9984,2,0
938,939,8203,9989,2,1
939,940,9998,9997,4,2
940,941,8342,9989,1,0
941,942,8635,10000,2,1
942,943,9987,9991,3,1
943,944,1773,9997,3,1
944,945,9994,9984,1,0
945,946,8571,9993,2,0
946,947,8203,9985,1,2
947,948,9998,10001,2,1
948,949,9985,8571,3,1
949,950,9997,9994,0,2
950,951,10000,8342,1,1
951,952,1773,8203,1,2
952,953,9989,9993,1,1
953,954,10001,9991,2,3
954,955,9984,9987,3,2
955,956,8635,9998,2,2
956,957,8342,8635,1,1
957,958,9987,8203,0,0
958,959,9991,9989,1,0
959,960,9993,9985,1,1
960,961,9994,1773,0,1
961,962,8571,9997,4,0
962,963,9998,10000,3,1
963,964,10001,9984,1,3
964,965,8635,8571,2,0
965,966,9985,10001,1,0
966,967,9997,9987,3,4
967,968,10000,9991,1,3
968,969,1773,9998,3,1
969,970,8203,8342,1,2
970,971,9984,9993,2,1
971,972,9989,9994,1,1
972,973,9987,9985,3,0
973,974,9991,8635,0,1
974,975,9993,10000,2,0
975,976,9994,8342,1,2
976,977,8571,1773,2,0
977,978,9998,8203,5,1
978,979,10001,9997,2,0
979,980,9984,9989,0,0
980,981,8342,9998,2,1
981,982,8635,9993,3,2
982,983,9985,9984,0,0
983,984,9997,9991,3,4
984,985,10000,8571,1,0
985,986,1773,9987,1,1
986,987,8203,9994,0,2
987,988,9989,10001,0,0
988,989,9985,9989,2,0
989,990,9987,8635,0,1
990,991,9991,1773,6,1
991,992,9993,8342,1,1
992,993,8571,8203,1,0
993,994,9998,9994,3,3
994,995,10001,10000,1,1
